"","human","humanLabel","genderLabel","birthdate","deathdate"
"7805","Q4167748","Мильда Петровна Драуле","женский пол","1901-01-01T00:00:00Z","1935-03-10T00:00:00Z"
"7806","Q4167736","Драпкин, Зиновий Матвеевич","мужской пол","1900-08-21T00:00:00Z","1977-07-28T00:00:00Z"
"7807","Q4167703","Дранишников, Владимир Александрович","мужской пол","1893-06-10T00:00:00Z","1939-06-06T00:00:00Z"
"7808","Q4167595","Драке, Людвиг Иванович","мужской пол","1802-04-23T00:00:00Z","1883-03-27T00:00:00Z"
"7809","Q4167530","Драгункин, Александр Николаевич","мужской пол","1947-07-29T00:00:00Z",""
"7810","Q4167490","Драгилёв, Борис Борисович","мужской пол","1972-03-24T00:00:00Z",""
"7811","Q4167446","Кондакова, Юлия Андреевна","женский пол","1981-12-04T00:00:00Z",""
"7812","Q4167365","Дохтуров, Дмитрий Петрович","мужской пол","1838-05-25T00:00:00Z","1905-03-12T00:00:00Z"
"7813","Q4167253","Михаил Михайлович Достоевский","мужской пол","1820-10-25T00:00:00Z","1864-07-22T00:00:00Z"
"7814","Q4167251","Андрей Михайлович Достоевский","мужской пол","1825-03-27T00:00:00Z","1897-03-19T00:00:00Z"
"7815","Q4167250","Александр Андреевич Достоевский","мужской пол","1857-02-03T00:00:00Z","1894-10-06T00:00:00Z"
"7816","Q4167127","Дорфман, Яков Григорьевич","мужской пол","1898-03-26T00:00:00Z","1974-11-05T00:00:00Z"
"7817","Q4167123","Дорфман, Елизавета Григорьевна","женский пол","1899-12-26T00:00:00Z","1942-01-01T00:00:00Z"
"7818","Q4167072","Дорошин, Иван Константинович","мужской пол","1896-01-01T00:00:00Z","1981-01-01T00:00:00Z"
"7819","Q4166919","Татьяна Васильевна Доронина","женский пол","1933-09-12T00:00:00Z",""
"7820","Q4166910","Доронин, Владислав Юрьевич","мужской пол","1962-11-07T00:00:00Z",""
"7821","Q4166656","Дормидонтов, Николай Иванович","мужской пол","1898-02-04T00:00:00Z","1962-10-24T00:00:00Z"
"7822","Q4166394","Михаил Александрович Донской","мужской пол","1913-08-08T00:00:00Z","1996-01-01T00:00:00Z"
"7823","Q4166369","Донсков, Николай Александрович","мужской пол","1955-11-20T00:00:00Z",""
"7824","Q4166366","Донских, Олег Альбертович","мужской пол","1952-10-13T00:00:00Z",""
"7825","Q4166066","Сергей Иванович Донауров","мужской пол","1838-11-14T00:00:00Z","1897-03-22T00:00:00Z"
"7826","Q4166065","Пётр Михайлович Донауров","мужской пол","1801-03-01T00:00:00Z","1863-08-03T00:00:00Z"
"7827","Q4165822","Дометти, Александр Карлович","мужской пол","1793-06-01T00:00:00Z","1877-11-13T00:00:00Z"
"7828","Q4165814","Домгер, Валериан Александрович","мужской пол","1851-01-01T00:00:00Z","1885-01-22T00:00:00Z"
"7829","Q4165803","Домбровский, Виктор Алексеевич","мужской пол","1913-09-30T00:00:00Z","1972-02-01T00:00:00Z"
"7830","Q4164963","Долинина, Наталья Григорьевна","женский пол","1928-05-26T00:00:00Z","1979-01-01T00:00:00Z"
"7831","Q4164958","Дмитрий Долинин","мужской пол","1938-09-30T00:00:00Z",""
"7832","Q4164771","Долгушин, Донат Александрович","мужской пол","1903-10-29T00:00:00Z","1995-02-01T00:00:00Z"
"7833","Q4164741","Долгорукова, Анна Дмитриевна","женский пол","1857-01-01T00:00:00Z","1936-01-01T00:00:00Z"
"7834","Q4164733","Долгоруков, Сергей Алексеевич","мужской пол","1809-09-26T00:00:00Z","1891-10-11T00:00:00Z"
"7835","Q4164732","Долгоруков, Пётр Петрович (младший)","мужской пол","1777-12-19T00:00:00Z","1806-12-08T00:00:00Z"
"7836","Q4164730","Долгоруков, Пётр Дмитриевич","мужской пол","1866-05-21T00:00:00Z","1951-11-10T00:00:00Z"
"7837","Q4164723","Михаил Петрович Долгоруков","мужской пол","1780-11-18T00:00:00Z","1808-10-15T00:00:00Z"
"7838","Q4164721","Долгоруков, Илья Андреевич","мужской пол","1797-08-13T00:00:00Z","1848-10-19T00:00:00Z"
"7839","Q4164715","Долгоруков, Всеволод Алексеевич","мужской пол","1845-10-18T00:00:00Z","1912-08-09T00:00:00Z"
"7840","Q41647149","Рубен Манасерян","мужской пол","1956-03-19T00:00:00Z",""
"7841","Q4164710","Долгоруков, Владимир Андреевич","мужской пол","1810-07-15T00:00:00Z","1891-07-01T00:00:00Z"
"7842","Q4164706","Долгоруков, Василий Владимирович","мужской пол","1667-01-01T00:00:00Z","1746-02-11T00:00:00Z"
"7843","Q4164704","Долгоруков, Василий Васильевич (обер-шталмейстер)","мужской пол","1787-04-06T00:00:00Z","1858-12-24T00:00:00Z"
"7844","Q4164692","Долгоруков, Александр Николаевич","мужской пол","1872-12-27T00:00:00Z","1948-01-01T00:00:00Z"
"7845","Q4164690","Долгоруков, Александр Сергеевич","мужской пол","1841-11-10T00:00:00Z","1912-06-20T00:00:00Z"
"7846","Q4164689","Долгорукая, Софья Алексеевна","женский пол","1887-12-12T00:00:00Z","1949-12-12T00:00:00Z"
"7847","Q4164524","Долго-Сабуров, Борис Алексеевич","мужской пол","1900-11-11T00:00:00Z","1960-01-01T00:00:00Z"
"7848","Q4164309","Докторов, Николай Иванович","мужской пол","1907-12-06T00:00:00Z","1983-01-01T00:00:00Z"
"7849","Q4164308","Докторов, Борис Зусманович","мужской пол","1941-06-06T00:00:00Z",""
"7850","Q4164151","Александр Михайлович Додонов","мужской пол","1837-02-12T00:00:00Z","1914-01-19T00:00:00Z"
"7851","Q4164037","Фёдор Филиппович Довре","мужской пол","1764-09-01T00:00:00Z","1846-08-25T00:00:00Z"
"7852","Q4164022","Довлатова, Алла Александровна","женский пол","1974-08-16T00:00:00Z",""
"7853","Q4163952","Аристид Иванович Доватур","мужской пол","1897-10-23T00:00:00Z","1982-03-17T00:00:00Z"
"7854","Q4163906","Добрякова, Ирина Михайловна","женский пол","1931-02-16T00:00:00Z",""
"7855","Q4163899","Добрышин, Николай Филиппович","мужской пол","1813-05-29T00:00:00Z","1882-11-24T00:00:00Z"
"7856","Q4163804","Доброхотов, Пётр Егорович","мужской пол","1786-01-01T00:00:00Z","1831-04-15T00:00:00Z"
"7857","Q4163787","Добротворский, Сергей Николаевич","мужской пол","1959-01-22T00:00:00Z","1997-08-27T00:00:00Z"
"7858","Q4163785","Добротворская, Карина Анатольевна","женский пол","1966-09-25T00:00:00Z",""
"7859","Q4163775","Доброславин, Алексей Петрович","мужской пол","1842-10-11T00:00:00Z","1889-11-30T00:00:00Z"
"7860","Q4163710","Добролюбова, Мария Михайловна","женский пол","1880-07-22T00:00:00Z","1906-12-11T00:00:00Z"
"7861","Q4163610","Добровольская, Галина Николаевна","женский пол","1934-03-10T00:00:00Z",""
"7862","Q4163547","Доброва-Ядринцева Лидия Николаевна","женский пол","1885-01-01T00:00:00Z","1942-01-01T00:00:00Z"
"7863","Q4163471","Добрина, Мария Фёдоровна","женский пол","1920-10-23T00:00:00Z","1995-12-04T00:00:00Z"
"7864","Q4163448","Добржинский, Антон Францевич","мужской пол","1844-01-01T00:00:00Z","1897-08-07T00:00:00Z"
"7865","Q4163432","Добрецов, Николай Леонтьевич","мужской пол","1936-01-15T00:00:00Z",""
"7866","Q4163364","Добин, Шимен","мужской пол","1869-01-01T00:00:00Z","1944-01-01T00:00:00Z"
"7867","Q4163357","Добиаш-Рождественская, Ольга Антоновна","женский пол","1874-05-31T00:00:00Z","1939-08-30T00:00:00Z"
"7868","Q41632899","Васильев, Владимир Александрович","мужской пол","1880-01-01T00:00:00Z","1956-01-01T00:00:00Z"
"7869","Q41632876","Шойхет, Исай Борисович","мужской пол","1913-11-03T00:00:00Z","1986-01-01T00:00:00Z"
"7870","Q4163065","Дмоховский, Казимир","мужской пол","1780-06-24T00:00:00Z","1851-01-23T00:00:00Z"
"7871","Q4163005","Дмитровский, Виктор Иванович","мужской пол","1834-01-15T00:00:00Z","1902-04-12T00:00:00Z"
"7872","Q4162922","Дмитров, Алексей Вячеславович","мужской пол","1973-03-26T00:00:00Z",""
"7873","Q4162844","Дмитриевский, Алексей Афанасьевич","мужской пол","1856-04-04T00:00:00Z","1929-08-10T00:00:00Z"
"7874","Q4162799","Дмитриева, Оксана Генриховна","женский пол","1958-04-03T00:00:00Z",""
"7875","Q4162781","Дмитриев-Мамонов, Александр Иванович","мужской пол","1787-12-24T00:00:00Z","1836-12-09T00:00:00Z"
"7876","Q4162780","Лев Евграфович Дмитриев-Кавказский","мужской пол","1849-03-02T00:00:00Z","1916-02-01T00:00:00Z"
"7877","Q4162768","Дмитриев, Олег Владимирович","мужской пол","1973-03-31T00:00:00Z",""
"7878","Q4162756","Дмитриев, Михаил Эгонович","мужской пол","1961-02-24T00:00:00Z",""
"7879","Q4162752","Дмитриев, Лев Александрович","мужской пол","1921-08-18T00:00:00Z","1993-02-21T00:00:00Z"
"7880","Q4162748","Дмитриев, Игорь Сергеевич","мужской пол","1948-12-18T00:00:00Z",""
"7881","Q4162744","Дмитриев, Иван Николаевич","мужской пол","1877-04-13T00:00:00Z","1948-09-28T00:00:00Z"
"7882","Q4162737","Дмитриев, Владимир Валентинович","мужской пол","1923-07-19T00:00:00Z","1979-03-16T00:00:00Z"
"7883","Q4162730","Дмитриев, Артур Артурович","мужской пол","1992-07-09T00:00:00Z",""
"7884","Q4162728","Дмитриев, Андрей Юрьевич","мужской пол","1979-09-12T00:00:00Z",""
"7885","Q4162727","Андрей Викторович Дмитриев","мужской пол","1956-05-07T00:00:00Z",""
"7886","Q4162724","Дмитриев, Андрей Александрович","мужской пол","",""
"7887","Q4162723","Дмитриев, Анатолий Никодимович","мужской пол","1908-03-28T00:00:00Z","1978-12-05T00:00:00Z"
"7888","Q4162716","Александр Иванович Дмитриев","мужской пол","1878-10-14T00:00:00Z","1959-12-02T00:00:00Z"
"7889","Q4162694","Иван Афанасьевич Дмитревский","мужской пол","1734-03-11T00:00:00Z","1821-11-08T00:00:00Z"
"7890","Q4162692","Дмитревский, Владимир Иванович","мужской пол","1908-03-14T00:00:00Z","1978-12-01T00:00:00Z"
"7891","Q4162659","Длотовский, Эраст Константинович","мужской пол","1807-01-01T00:00:00Z","1887-07-13T00:00:00Z"
"7892","Q4162468","Дитятин, Иван Иванович","мужской пол","1847-01-01T00:00:00Z","1892-10-29T00:00:00Z"
"7893","Q4162438","Дитрих, Адам Иосифович","мужской пол","1866-01-01T00:00:00Z","1933-01-01T00:00:00Z"
"7894","Q4162418","Дитерихс, Егор Иванович","мужской пол","1779-10-29T00:00:00Z","1852-04-12T00:00:00Z"
"7895","Q4161692","Димитрий (Любимов)","мужской пол","1857-09-27T00:00:00Z","1935-05-17T00:00:00Z"
"7896","Q4161686","Димитрий (Вознесенский)","мужской пол","1871-05-19T00:00:00Z","1947-01-31T00:00:00Z"
"7897","Q4161634","Дильтей, Филипп Генрих","мужской пол","1723-10-08T00:00:00Z","1781-11-12T00:00:00Z"
